,Timestamp,YEAR,DOY,HR,Scalar_B,BX_GSE_GSM,BY_GSE,BZ_GSE,BY_GSM,BZ_GSM,Proton_Density,SW_Plasma_Temperature,SW_Plasma_Speed,Dst-index
64298,2006-123-2,2006,123,2,3.277,2.361,0.02,-2.087,0.844,-1.911,3.951,16916.0,274.71,3.0
64299,2006-123-3,2006,123,3,2.313,1.954,0.301,-0.576,0.494,-0.433,3.951,16916.0,272.84,5.0
64300,2006-123-4,2006,123,4,2.601,2.248,0.42,0.639,0.205,0.739,3.951,16916.0,272.19,5.0
64301,2006-123-5,2006,123,5,2.896,2.806,0.216,0.494,0.07,0.535,3.951,16916.0,272.53,5.0
64302,2006-123-6,2006,123,6,2.924,2.603,0.405,0.848,0.206,0.918,3.951,16916.0,272.77,6.0
64303,2006-123-7,2006,123,7,3.129,1.972,0.978,1.601,0.67,1.759,3.951,16916.0,275.41,7.0
64304,2006-123-8,2006,123,8,3.376,1.42,1.05,2.842,0.592,2.971,3.951,16916.0,275.69,7.0
64305,2006-123-9,2006,123,9,3.54,0.732,0.982,3.307,0.526,3.41,3.951,16916.0,276.85,9.0
64306,2006-123-10,2006,123,10,3.197,0.807,0.629,3.009,0.252,3.064,3.951,16916.0,276.59,13.0
64307,2006-123-11,2006,123,11,3.251,1.938,0.914,2.319,0.618,2.415,3.951,16916.0,276.49,15.0
64308,2006-123-12,2006,123,12,3.567,1.294,2.376,1.62,2.135,1.938,3.951,16916.0,275.2,15.0
64309,2006-123-13,2006,123,13,3.3,1.002,2.592,1.233,2.353,1.63,3.951,16916.0,277.3,14.0
64310,2006-123-14,2006,123,14,3.433,1.641,-0.008,2.201,-0.43,2.144,3.951,16916.0,277.91,14.0
64311,2006-123-15,2006,123,15,3.502,1.654,-2.671,-0.027,-2.593,-0.668,3.951,16916.0,280.16,12.0
64312,2006-123-16,2006,123,16,3.925,1.815,-3.203,0.684,-3.279,-0.274,3.951,16916.0,280.16,14.0
64313,2006-123-17,2006,123,17,5.526,2.957,-2.999,1.708,-3.424,0.602,3.951,16916.0,285.89,14.0
64314,2006-123-18,2006,123,18,6.758,0.357,1.863,5.356,-0.316,5.633,3.951,16916.0,293.05,16.0
64315,2006-123-19,2006,123,19,7.354,3.557,-5.13,1.837,-5.447,-0.496,3.951,16916.0,292.31,16.0
64316,2006-123-20,2006,123,20,8.71,2.309,-2.162,7.956,-5.496,6.151,3.951,16916.0,300.06,18.0
64317,2006-123-21,2006,123,21,9.013,3.202,-3.157,7.673,-6.357,5.328,3.951,16916.0,316.26,15.0
64318,2006-123-22,2006,123,22,8.4,3.408,-2.405,7.183,-5.5,5.208,3.951,16916.0,325.46,14.0
64319,2006-123-23,2006,123,23,8.325,3.025,-2.168,7.21,-5.276,5.375,3.951,16916.0,325.13,13.0
64320,2006-124-0,2006,124,0,7.962,3.434,-3.829,5.763,-6.015,3.422,3.951,16916.0,323.68,13.0
64321,2006-124-1,2006,124,1,8.335,6.468,-4.132,2.2,-4.69,0.236,3.951,16916.0,313.65,14.0
64322,2006-124-2,2006,124,2,8.422,6.225,-3.183,3.722,-4.371,2.178,3.951,16916.0,309.62,12.0
64323,2006-124-3,2006,124,3,8.663,5.598,-5.699,1.933,-6.04,-0.196,3.951,16916.0,315.42,9.0
64324,2006-124-4,2006,124,4,8.725,2.14,-6.225,-4.466,-4.561,-6.202,3.951,16916.0,334.12,11.0
64325,2006-124-5,2006,124,5,9.107,3.311,-5.932,-3.496,-4.791,-4.939,3.951,16916.0,329.92,14.0
64326,2006-124-6,2006,124,6,9.297,2.561,-7.991,-2.545,-7.239,-4.277,3.951,16916.0,332.75,9.0
64327,2006-124-7,2006,124,7,9.283,4.729,-1.77,-7.333,-0.398,-7.534,14.566,51191.0,331.0,4.0
64328,2006-124-8,2006,124,8,9.415,2.621,-0.868,-8.849,0.49,-8.882,16.349,46125.0,336.77,1.0
64329,2006-124-9,2006,124,9,9.894,3.183,-0.445,-8.864,0.716,-8.849,18.193,49147.0,337.3,-6.0
64330,2006-124-10,2006,124,10,9.614,2.946,-1.986,-8.647,-0.943,-8.824,19.583,51939.0,336.23,-13.0
64331,2006-124-11,2006,124,11,11.614,3.994,-1.093,-10.656,0.19,-10.708,18.477,46334.0,329.64,-20.0
64332,2006-124-12,2006,124,12,13.293,2.419,6.452,-10.581,7.784,-9.617,23.334,44872.0,334.74,-26.0
64333,2006-124-13,2006,124,13,13.118,-0.086,11.703,-4.614,12.271,-2.702,19.217,56593.0,337.58,-34.0
64334,2006-124-14,2006,124,14,13.13,-0.843,12.449,2.914,11.636,5.241,17.554,45603.0,336.66,-38.0
64335,2006-124-15,2006,124,15,10.062,-1.956,6.007,6.713,4.236,7.905,26.135,44605.0,338.41,-40.0
64336,2006-124-16,2006,124,16,9.377,-0.301,-0.987,7.752,-3.107,7.141,22.504,44055.0,337.3,-32.0
64337,2006-124-17,2006,124,17,10.823,-0.638,-7.315,7.419,-9.404,4.56,14.442,49514.0,331.01,-28.0
64338,2006-124-18,2006,124,18,9.781,0.753,-1.034,9.512,-4.528,8.414,17.423,44034.0,333.14,-27.0
64339,2006-124-19,2006,124,19,9.715,3.24,-4.979,7.424,-7.605,4.673,13.726,53011.0,329.79,-30.0
64340,2006-124-20,2006,124,20,10.247,1.094,-5.029,8.144,-8.131,5.074,13.726,53011.0,327.1,-24.0
64341,2006-124-21,2006,124,21,7.835,-1.074,-1.256,7.345,-4.494,5.945,13.726,53011.0,329.69,-26.0
64342,2006-124-22,2006,124,22,9.919,5.181,-7.945,-2.782,-5.73,-6.167,13.726,53011.0,319.95,-18.0
64343,2006-124-23,2006,124,23,10.431,4.164,-7.223,-5.467,-3.889,-8.185,13.726,53011.0,325.28,-15.0
64344,2006-125-0,2006,125,0,10.429,6.312,-6.613,-3.015,-4.56,-5.637,13.726,53011.0,316.83,-20.0
64345,2006-125-1,2006,125,1,10.46,7.011,-4.776,-4.671,-2.389,-6.267,13.726,53011.0,325.02,-25.0
64346,2006-125-2,2006,125,2,9.83,6.519,-3.109,-6.295,-0.415,-7.003,13.726,53011.0,327.83,-31.0
64347,2006-125-3,2006,125,3,7.919,4.664,-1.848,-5.312,0.131,-5.636,17.424,49343.0,335.64,-30.0
64348,2006-125-4,2006,125,4,7.82,-3.035,5.663,-3.669,6.512,-1.767,13.651,59538.0,347.56,-34.0
64349,2006-125-5,2006,125,5,7.832,-2.781,6.308,-3.362,6.967,-1.611,10.864,60776.0,343.44,-37.0
64350,2006-125-6,2006,125,6,8.824,-3.336,6.895,-4.299,7.662,-2.692,7.348,51340.0,336.67,-40.0
64351,2006-125-7,2006,125,7,6.631,-2.36,4.291,-2.735,4.729,-1.916,11.953,53614.0,344.92,-37.0
64352,2006-125-8,2006,125,8,4.339,-1.644,3.261,-1.468,3.441,-0.965,17.863,52284.0,352.74,-34.0
64353,2006-125-9,2006,125,9,4.98,2.447,3.863,1.773,3.611,2.243,17.658,46828.0,356.91,-26.0
64354,2006-125-10,2006,125,10,5.92,3.974,3.629,1.172,3.472,1.578,15.516,58260.0,356.29,-20.0
64355,2006-125-11,2006,125,11,6.033,2.655,4.059,-2.788,4.35,-2.303,17.202,40798.0,359.42,-16.0
64356,2006-125-12,2006,125,12,5.222,2.631,2.839,-2.649,3.154,-2.264,17.415,37209.0,359.91,-14.0
64357,2006-125-13,2006,125,13,5.442,2.658,4.297,-1.839,4.524,-1.16,19.508,31409.0,356.14,-15.0
64358,2006-125-14,2006,125,14,5.387,1.063,4.953,-0.599,4.973,0.349,17.034,33299.0,354.63,-14.0
64359,2006-125-15,2006,125,15,6.359,-2.339,5.679,0.268,5.452,1.57,10.617,32769.0,348.78,-15.0
64360,2006-125-16,2006,125,16,6.507,-4.694,4.01,1.935,3.305,2.976,6.183,53382.0,340.99,-18.0
64361,2006-125-17,2006,125,17,6.639,-5.294,3.405,1.998,2.563,3.009,4.947,65675.0,350.6,-19.0
64362,2006-125-18,2006,125,18,6.09,-5.072,3.009,1.323,2.299,2.35,5.205,70101.0,351.69,-18.0
64363,2006-125-19,2006,125,19,5.086,-3.909,2.072,0.999,1.472,1.749,5.792,57388.0,360.67,-17.0
64364,2006-125-20,2006,125,20,3.219,-2.182,-1.664,0.022,-1.504,-0.712,6.66,75644.0,377.13,-17.0
64365,2006-125-21,2006,125,21,3.259,-2.341,-1.415,0.563,-1.515,-0.149,6.879,73252.0,373.93,-16.0
64366,2006-125-22,2006,125,22,3.011,-1.563,-0.589,0.996,-0.983,0.61,6.455,62359.0,368.63,-13.0
64367,2006-125-23,2006,125,23,3.204,-2.701,-0.789,0.872,-1.099,0.412,6.223,70675.0,373.76,-12.0
64368,2006-126-0,2006,126,0,2.861,0.142,0.646,-0.685,0.88,-0.334,5.475,64668.0,374.05,-11.0
64369,2006-126-1,2006,126,1,4.565,4.066,-0.596,-1.231,-0.032,-1.357,5.294,52614.0,376.07,-15.0
64370,2006-126-2,2006,126,2,5.294,4.559,-1.346,-1.988,-0.483,-2.346,6.209,49499.0,383.51,-17.0
64371,2006-126-3,2006,126,3,6.819,6.285,-0.691,-2.452,0.199,-2.545,6.72,48148.0,393.99,-17.0
64372,2006-126-4,2006,126,4,6.067,5.011,2.025,-1.901,2.51,-1.219,9.213,67452.0,392.38,-15.0
64373,2006-126-5,2006,126,5,4.966,-0.346,4.027,-0.919,4.12,0.142,7.15,66173.0,379.54,-16.0
64374,2006-126-6,2006,126,6,4.045,-0.272,3.209,-1.519,3.448,-0.794,7.186,58979.0,381.71,-16.0
64375,2006-126-7,2006,126,7,4.646,0.317,2.191,-2.876,2.657,-2.454,9.446,56580.0,387.26,-12.0
64376,2006-126-8,2006,126,8,5.645,-1.842,3.136,-4.066,3.681,-3.576,10.05,51082.0,373.38,-6.0
64377,2006-126-9,2006,126,9,6.659,-4.526,4.097,-1.873,4.298,-1.366,9.221,71926.0,360.84,-6.0
64378,2006-126-10,2006,126,10,8.915,-6.876,4.897,-2.282,5.116,-1.736,14.549,82631.0,364.72,-11.0
64379,2006-126-11,2006,126,11,10.269,3.042,0.551,-6.882,1.297,-6.787,25.276,66859.0,410.67,-8.0
64380,2006-126-12,2006,126,12,9.284,5.361,-2.679,-4.736,-2.065,-5.014,27.892,70111.0,413.78,-2.0
64381,2006-126-13,2006,126,13,10.771,6.78,-3.848,-6.051,-2.908,-6.552,30.826,59392.0,413.69,-6.0
64382,2006-126-14,2006,126,14,11.117,2.412,-4.207,0.591,-4.292,-0.137,43.291,70785.0,406.84,-5.0
64383,2006-126-15,2006,126,15,12.416,-5.306,3.786,4.834,2.551,5.477,41.045,82477.0,398.41,-3.0
64384,2006-126-16,2006,126,16,13.634,-5.229,7.189,2.971,6.124,4.871,20.432,188080.0,441.15,2.0
64385,2006-126-17,2006,126,17,15.871,-4.606,11.073,-0.107,10.581,3.565,15.728,210970.0,449.61,0.0
64386,2006-126-18,2006,126,18,14.905,-0.531,1.577,0.87,1.189,1.252,17.157,269770.0,477.86,-2.0
64387,2006-126-19,2006,126,19,12.745,-5.448,-9.2,-1.836,-7.636,-5.405,16.724,283610.0,500.78,-1.0
64388,2006-126-20,2006,126,20,12.826,-6.144,5.094,-1.375,5.128,0.994,11.506,283800.0,507.92,-24.0
64389,2006-126-21,2006,126,21,11.213,-6.704,6.335,3.428,4.093,5.926,8.47,247200.0,519.26,-53.0
64390,2006-126-22,2006,126,22,8.934,-3.819,6.176,-1.078,5.984,1.873,9.154,302650.0,550.4,-47.0
64391,2006-126-23,2006,126,23,9.941,-3.831,8.178,2.022,6.374,5.505,7.903,265020.0,537.65,-34.0
64392,2006-127-0,2006,127,0,11.002,-3.667,9.156,0.767,7.883,4.697,7.85,248530.0,535.28,-32.0
64393,2006-127-1,2006,127,1,10.042,-2.681,7.962,0.511,7.035,3.757,8.34,280590.0,550.53,-29.0
64394,2006-127-2,2006,127,2,8.36,-3.105,4.428,0.286,4.01,1.956,7.112,290220.0,558.0,-30.0
64395,2006-127-3,2006,127,3,8.769,-3.539,6.301,0.21,5.876,2.347,7.231,290620.0,560.1,-27.0
64396,2006-127-4,2006,127,4,9.944,-2.049,6.893,-1.065,6.848,1.01,6.945,274470.0,584.2,-23.0
64397,2006-127-5,2006,127,5,9.062,0.974,2.964,-6.222,4.443,-5.295,7.184,260950.0,598.23,-19.0
64398,2006-127-6,2006,127,6,7.657,-2.714,5.147,-0.402,5.124,0.678,5.479,220260.0,593.01,-29.0
64399,2006-127-7,2006,127,7,5.123,0.25,-1.019,-3.534,-0.41,-3.648,3.534,142590.0,640.91,-32.0
64400,2006-127-8,2006,127,8,4.055,-1.772,1.173,-1.225,1.335,-1.042,3.403,149720.0,626.18,-37.0
64401,2006-127-9,2006,127,9,4.515,-3.653,0.499,0.695,0.409,0.749,3.106,138510.0,615.57,-43.0
64402,2006-127-10,2006,127,10,4.355,-2.601,0.273,-0.681,0.345,-0.651,3.451,161140.0,622.36,-30.0
64403,2006-127-11,2006,127,11,4.576,-2.929,1.427,-1.082,1.532,-0.927,3.646,126920.0,615.93,-25.0
64404,2006-127-12,2006,127,12,4.692,-4.054,0.982,-0.631,1.049,-0.508,3.416,126170.0,603.61,-30.0
64405,2006-127-13,2006,127,13,4.978,-2.875,2.346,1.541,2.098,1.862,3.261,131910.0,614.38,-34.0
64406,2006-127-14,2006,127,14,5.162,-3.498,-2.309,2.16,-2.66,1.718,2.939,152150.0,619.76,-31.0
64407,2006-127-15,2006,127,15,4.735,-2.733,-0.695,2.497,-1.232,2.298,2.953,198750.0,633.57,-29.0
64408,2006-127-16,2006,127,16,4.98,-2.646,2.256,0.048,2.149,0.634,3.36,176460.0,623.79,-26.0
64409,2006-127-17,2006,127,17,4.948,-4.279,1.411,0.028,1.329,0.476,3.265,162400.0,606.6,-26.0
64410,2006-127-18,2006,127,18,5.305,-3.633,2.564,-0.192,2.457,0.746,2.978,169810.0,609.59,-26.0
64411,2006-127-19,2006,127,19,4.968,-2.307,1.67,0.32,1.407,0.98,3.049,168290.0,632.35,-26.0
64412,2006-127-20,2006,127,20,4.763,-2.791,3.002,0.629,2.432,1.863,2.945,132260.0,620.78,-25.0
64413,2006-127-21,2006,127,21,4.661,-3.168,2.4,0.528,1.911,1.544,2.76,114710.0,619.58,-25.0
64414,2006-127-22,2006,127,22,4.121,-3.576,0.672,-0.625,0.883,-0.251,2.535,117890.0,612.85,-24.0
64415,2006-127-23,2006,127,23,4.185,-2.396,2.517,0.257,2.135,1.359,2.189,116650.0,608.12,-22.0
64416,2006-128-0,2006,128,0,3.644,-1.467,1.603,-1.036,1.89,-0.245,2.749,128850.0,616.28,-23.0
64417,2006-128-1,2006,128,1,3.317,-1.834,-0.119,-0.508,0.095,-0.493,2.54,146740.0,612.54,-21.0
64418,2006-128-2,2006,128,2,3.24,-1.871,-1.277,-1.189,-0.745,-1.591,2.462,135270.0,610.4,-23.0
64419,2006-128-3,2006,128,3,3.592,-0.035,2.399,-0.855,2.559,-0.012,2.845,101470.0,618.47,-27.0
64420,2006-128-4,2006,128,4,3.39,-1.443,2.128,0.136,1.997,0.745,2.626,118180.0,601.46,-24.0
64421,2006-128-5,2006,128,5,3.551,-2.292,1.936,0.394,1.779,0.869,2.539,131310.0,589.48,-21.0
64422,2006-128-6,2006,128,6,3.819,-1.636,2.727,-0.788,2.839,-0.223,2.997,114920.0,591.06,-18.0
64423,2006-128-7,2006,128,7,3.751,-2.541,-0.021,1.073,-0.2,1.076,2.723,124230.0,582.83,-16.0
64424,2006-128-8,2006,128,8,4.092,-3.429,-0.831,1.262,-0.995,1.137,2.254,135270.0,573.24,-15.0
64425,2006-128-9,2006,128,9,4.208,-2.75,1.837,1.24,1.691,1.43,2.47,113950.0,569.3,-16.0
64426,2006-128-10,2006,128,10,4.172,-2.861,2.17,0.563,2.104,0.774,2.445,107540.0,557.31,-14.0
64427,2006-128-11,2006,128,11,4.2,-2.874,0.439,2.552,0.183,2.582,1.977,112610.0,548.19,-15.0
64428,2006-128-12,2006,128,12,4.378,-2.991,1.097,2.308,0.833,2.423,1.949,104950.0,541.8,-14.0
64429,2006-128-13,2006,128,13,4.232,-2.015,3.061,1.226,2.866,1.636,2.088,82773.0,539.96,-13.0
64430,2006-128-14,2006,128,14,4.266,-1.886,3.422,1.279,3.14,1.848,1.846,83769.0,536.59,-12.0
64431,2006-128-15,2006,128,15,3.944,-1.267,2.907,2.124,2.374,2.707,1.585,78812.0,535.07,-14.0
64432,2006-128-16,2006,128,16,3.801,-1.588,3.127,1.096,2.729,1.889,1.791,72117.0,528.28,-14.0
64433,2006-128-17,2006,128,17,3.689,-1.742,3.061,0.171,2.852,1.135,2.064,75103.0,520.11,-13.0
64434,2006-128-18,2006,128,18,3.5,-1.709,2.834,-0.587,2.856,0.473,1.944,67121.0,510.72,-11.0
64435,2006-128-19,2006,128,19,3.158,-0.718,0.873,0.652,0.531,0.949,1.861,78549.0,517.68,-12.0
64436,2006-128-20,2006,128,20,3.713,2.642,2.144,0.086,1.907,0.994,1.618,63770.0,536.91,-14.0
64437,2006-128-21,2006,128,21,3.534,1.798,2.899,-0.389,2.769,0.94,1.416,42020.0,532.6,-13.0
64438,2006-128-22,2006,128,22,3.654,0.623,3.292,0.634,2.655,2.048,1.664,35696.0,516.89,-13.0
64439,2006-128-23,2006,128,23,3.246,-0.416,2.297,0.765,1.717,1.71,1.531,47808.0,506.12,-12.0
64440,2006-129-0,2006,129,0,3.045,-2.653,0.119,0.083,0.07,0.125,1.822,65467.0,484.61,-14.0
64441,2006-129-1,2006,129,1,3.079,-1.084,2.655,0.382,2.277,1.419,1.801,34626.0,495.81,-17.0
64442,2006-129-2,2006,129,2,2.945,-1.007,2.089,0.8,1.641,1.507,1.775,37182.0,492.63,-16.0
64443,2006-129-3,2006,129,3,2.822,-1.276,2.14,0.883,1.727,1.544,1.897,37196.0,484.94,-15.0
64444,2006-129-4,2006,129,4,2.423,-2.069,0.082,-0.272,0.151,-0.229,2.179,62458.0,479.0,-13.0
64445,2006-129-5,2006,129,5,2.341,-2.163,0.104,0.035,0.096,0.051,2.428,60109.0,474.27,-12.0
64446,2006-129-6,2006,129,6,2.156,-1.914,0.136,-0.474,0.221,-0.439,3.019,51622.0,469.29,-12.0
64447,2006-129-7,2006,129,7,2.19,-1.497,0.67,-1.363,0.877,-1.24,3.805,42571.0,467.18,-11.0
64448,2006-129-8,2006,129,8,2.196,-1.567,1.231,0.295,1.183,0.448,3.01,45841.0,462.31,-10.0
64449,2006-129-9,2006,129,9,2.194,-1.442,1.205,0.51,1.149,0.636,3.181,43744.0,460.59,-10.0
64450,2006-129-10,2006,129,10,2.582,-2.011,-0.078,1.484,-0.216,1.471,3.586,47779.0,456.46,-9.0
64451,2006-129-11,2006,129,11,3.074,-2.809,0.886,0.567,0.829,0.648,4.18,43326.0,449.46,-7.0
64452,2006-129-12,2006,129,12,3.091,-2.585,1.482,0.158,1.456,0.315,4.304,41097.0,445.43,-7.0
64453,2006-129-13,2006,129,13,3.051,-2.614,1.123,0.216,1.084,0.366,4.511,43219.0,440.92,-8.0
64454,2006-129-14,2006,129,14,3.018,-2.317,1.185,-1.336,1.397,-1.115,5.529,39050.0,443.23,-10.0
64455,2006-129-15,2006,129,15,3.01,-2.48,1.132,0.137,1.07,0.373,4.603,47974.0,438.98,-10.0
64456,2006-129-16,2006,129,16,3.169,-2.819,1.119,0.317,0.995,0.593,5.163,49092.0,436.16,-11.0
64457,2006-129-17,2006,129,17,3.282,-3.136,0.809,0.326,0.667,0.559,6.033,51980.0,433.13,-9.0
64458,2006-129-18,2006,129,18,3.268,-3.12,0.632,-0.298,0.701,-0.052,5.914,57290.0,429.99,-8.0
64459,2006-129-19,2006,129,19,2.945,-2.576,0.753,-0.879,1.044,-0.511,6.15,48045.0,427.05,-7.0
64460,2006-129-20,2006,129,20,2.941,-1.229,1.269,1.401,0.55,1.805,8.46,32173.0,420.07,-5.0
64461,2006-129-21,2006,129,21,2.657,-0.275,1.541,1.895,0.549,2.38,7.787,25275.0,417.45,-4.0
64462,2006-129-22,2006,129,22,2.671,-0.696,1.504,1.615,0.627,2.116,9.161,25102.0,414.86,0.0
64463,2006-129-23,2006,129,23,3.107,-0.592,2.097,2.166,0.929,2.868,9.36,17238.0,412.63,4.0
64464,2006-130-0,2006,130,0,3.104,1.548,1.55,1.898,0.6,2.378,10.198,19973.0,409.59,4.0
64465,2006-130-1,2006,130,1,2.924,-0.634,2.194,1.559,1.388,2.304,10.555,20050.0,404.63,2.0
64466,2006-130-2,2006,130,2,3.152,0.653,2.515,1.745,1.707,2.542,11.124,18169.0,400.66,1.0
64467,2006-130-3,2006,130,3,3.401,0.463,2.573,2.123,1.742,2.847,10.972,16397.0,396.8,1.0
64468,2006-130-4,2006,130,4,3.194,0.813,2.331,1.946,1.687,2.524,11.278,15295.0,394.19,3.0
64469,2006-130-5,2006,130,5,3.37,2.049,2.24,1.343,1.858,1.835,9.867,14481.0,389.25,4.0
64470,2006-130-6,2006,130,6,3.147,2.05,2.075,1.085,1.823,1.464,10.093,15347.0,387.59,3.0
64471,2006-130-7,2006,130,7,2.987,2.185,1.806,0.86,1.652,1.13,11.67,14081.0,386.98,2.0
64472,2006-130-8,2006,130,8,3.117,2.095,2.031,0.764,1.925,1.006,10.31,20797.0,387.46,3.0
64473,2006-130-9,2006,130,9,2.779,-1.311,1.401,1.52,1.242,1.652,6.71,36616.0,382.72,4.0
64474,2006-130-10,2006,130,10,3.418,-2.191,1.641,1.572,1.496,1.711,5.493,47516.0,377.02,1.0
64475,2006-130-11,2006,130,11,4.138,-1.728,1.819,1.892,1.644,2.047,6.169,37553.0,385.87,1.0
64476,2006-130-12,2006,130,12,4.299,-2.807,1.824,2.233,1.589,2.404,7.5,34555.0,397.11,2.0
64477,2006-130-13,2006,130,13,4.424,-3.781,0.546,2.162,0.267,2.212,7.474,26985.0,394.47,2.0
64478,2006-130-14,2006,130,14,4.069,-0.306,2.27,1.365,2.015,1.725,7.168,30315.0,394.24,2.0
64479,2006-130-15,2006,130,15,3.908,-2.021,2.151,2.344,1.619,2.737,7.687,36206.0,386.99,4.0
64480,2006-130-16,2006,130,16,4.106,-2.355,2.118,2.265,1.457,2.728,8.93,33284.0,386.65,4.0
64481,2006-130-17,2006,130,17,4.525,-3.293,1.561,2.07,0.851,2.441,12.035,21834.0,387.87,8.0
64482,2006-130-18,2006,130,18,5.403,-2.017,-1.175,-0.04,-1.052,-0.466,16.171,27078.0,387.76,12.0
64483,2006-130-19,2006,130,19,6.201,3.518,-3.763,-3.055,-2.28,-4.281,15.722,36468.0,397.68,17.0
64484,2006-130-20,2006,130,20,7.939,5.917,-3.33,-2.818,-1.833,-3.94,16.039,53698.0,400.1,11.0
64485,2006-130-21,2006,130,21,8.125,6.033,-0.394,-4.574,1.636,-4.289,14.475,69181.0,400.14,1.0
64486,2006-130-22,2006,130,22,7.902,6.342,-2.94,-1.8,-1.843,-2.913,13.607,97033.0,412.59,-8.0
64487,2006-130-23,2006,130,23,6.704,2.458,-4.778,0.53,-4.526,-1.609,15.842,84108.0,423.61,-10.0
64488,2006-131-0,2006,131,0,6.686,2.598,-5.315,1.607,-5.499,-0.77,14.022,76549.0,437.36,-9.0
64489,2006-131-1,2006,131,1,9.167,6.657,-4.101,-3.049,-2.578,-4.435,10.841,96954.0,453.31,-13.0
64490,2006-131-2,2006,131,2,9.162,3.158,-5.891,1.71,-6.069,-0.506,10.091,152860.0,476.05,-15.0
64491,2006-131-3,2006,131,3,7.824,3.846,-5.707,2.48,-6.206,0.502,6.661,210090.0,507.2,-21.0
64492,2006-131-4,2006,131,4,6.322,4.07,-2.443,-1.372,-1.973,-1.992,5.841,258870.0,535.74,-20.0
64493,2006-131-5,2006,131,5,6.872,3.497,-4.252,-0.539,-4.032,-1.529,6.373,258580.0,526.29,-16.0
64494,2006-131-6,2006,131,6,8.484,4.139,-5.995,-0.201,-5.832,-1.324,7.024,230810.0,518.39,-15.0
64495,2006-131-7,2006,131,7,9.621,4.25,-7.535,-2.386,-7.111,-3.476,5.591,279590.0,516.94,-17.0
64496,2006-131-8,2006,131,8,9.69,4.214,-7.941,-0.294,-7.85,-1.221,6.201,269670.0,518.62,-21.0
64497,2006-131-9,2006,131,9,6.789,5.582,-0.466,1.047,-0.568,0.998,6.188,362830.0,535.05,-22.0
64498,2006-131-10,2006,131,10,6.516,-2.062,-0.711,1.493,-0.83,1.43,8.628,294540.0,557.01,-16.0
64499,2006-131-11,2006,131,11,8.713,1.043,-2.626,0.052,-2.615,-0.159,8.49,234480.0,518.32,-4.0
64500,2006-131-12,2006,131,12,7.548,-1.592,0.894,-4.917,1.36,-4.799,5.953,318770.0,552.35,-2.0
64501,2006-131-13,2006,131,13,7.456,2.246,3.89,-2.64,4.17,-2.167,4.868,339740.0,560.99,-10.0
64502,2006-131-14,2006,131,14,7.771,5.937,-4.048,0.303,-4.044,-0.335,4.269,294520.0,568.06,-14.0
64503,2006-131-15,2006,131,15,7.935,5.572,-1.733,3.611,-2.43,3.171,3.957,294270.0,588.11,-16.0
64504,2006-131-16,2006,131,16,7.437,6.664,0.281,1.4,-0.057,1.421,3.663,337620.0,581.8,-16.0
64505,2006-131-17,2006,131,17,7.535,5.445,-4.561,-0.303,-4.263,-1.668,3.599,273030.0,589.08,-15.0
64506,2006-131-18,2006,131,18,7.25,4.733,-4.841,-0.371,-4.407,-2.028,3.815,285020.0,593.99,-18.0
64507,2006-131-19,2006,131,19,7.016,3.642,-3.507,0.276,-3.346,-1.066,4.146,268800.0,605.67,-20.0
64508,2006-131-20,2006,131,20,6.285,3.537,-3.481,0.228,-3.264,-1.241,3.695,279340.0,636.05,-17.0
64509,2006-131-21,2006,131,21,6.909,2.811,-5.268,-0.21,-4.659,-2.458,2.964,225890.0,659.83,-18.0
64510,2006-131-22,2006,131,22,6.268,3.216,-2.564,-4.143,-0.496,-4.846,2.402,227090.0,652.49,-13.0
64511,2006-131-23,2006,131,23,5.515,4.391,-1.564,-0.048,-1.388,-0.721,3.067,221460.0,645.82,-22.0
64512,2006-132-0,2006,132,0,5.387,4.405,0.906,0.423,0.657,0.767,3.067,231300.0,646.15,-28.0
64513,2006-132-1,2006,132,1,5.698,4.742,0.355,-1.094,0.767,-0.88,2.924,223520.0,643.62,-27.0
64514,2006-132-2,2006,132,2,5.943,4.729,0.974,-0.27,0.984,0.111,2.902,216460.0,642.34,-27.0
64515,2006-132-3,2006,132,3,6.076,5.189,0.03,-1.175,0.392,-1.112,3.081,193660.0,627.1,-22.0
64516,2006-132-4,2006,132,4,5.972,4.018,-3.021,-1.858,-2.409,-2.612,2.731,177630.0,631.2,-19.0
64517,2006-132-5,2006,132,5,5.431,4.335,0.093,0.85,-0.098,0.822,2.558,169830.0,629.64,-23.0
64518,2006-132-6,2006,132,6,5.132,3.827,-2.297,-1.108,-2.05,-1.492,1.894,153500.0,638.98,-25.0
64519,2006-132-7,2006,132,7,4.943,4.058,-1.216,-1.455,-0.987,-1.617,1.792,162800.0,639.17,-22.0
64520,2006-132-8,2006,132,8,4.779,4.181,-1.745,-0.758,-1.651,-0.948,1.814,165120.0,633.25,-23.0
64521,2006-132-9,2006,132,9,5.092,4.455,-2.009,0.134,-2.009,-0.045,1.822,147440.0,622.37,-24.0
64522,2006-132-10,2006,132,10,5.729,5.072,-2.198,0.406,-2.224,0.235,1.762,105120.0,605.44,-21.0
64523,2006-132-11,2006,132,11,5.758,4.653,-2.333,-1.202,-2.232,-1.376,1.756,125490.0,608.61,-22.0
64524,2006-132-12,2006,132,12,5.974,4.712,-1.549,-1.209,-1.438,-1.347,2.056,166300.0,610.26,-20.0
64525,2006-132-13,2006,132,13,6.121,3.921,-4.209,1.542,-4.359,1.043,2.492,142260.0,602.13,-17.0
